smiles,id,"logP
experimental
",train/test
COC1=C(C=CC=C1)N=C(O)C1=C(C)NC2=NC(SCC3=C(F)C=CC=C3)=NN2C1C1=CC=NC=C1,ZINC02719029,4.66,train
COC1=C(C=CC=C1)N=C(O)C1C(N2N=C(SCC3=C(F)C=CC=C3)N=C2N=C1C)C1=CC=NC=C1,ZINC02719029,4.66,train
COC1=C(C=CC=C1)N=C(O)C1C(N2N=C(SCC3=C(F)C=CC=C3)N=C2NC1=C)C1=CC=NC=C1,ZINC02719029,4.66,train
COC1=C(NC(=O)C2=C(C)NC3=NC(SCC4=C(F)C=CC=C4)=NN3C2C2=CC=NC=C2)C=CC=C1,ZINC02719029,4.66,train
COC1=C(NC(=O)C2C(N3N=C(SCC4=C(F)C=CC=C4)N=C3N=C2C)C2=CC=NC=C2)C=CC=C1,ZINC02719029,4.66,train
COC1=C(NC(=O)C2C(N3N=C(SCC4=C(F)C=CC=C4)N=C3NC2=C)C2=CC=NC=C2)C=CC=C1,ZINC02719029,4.66,train
COC1=C(NC(O)=C2C(N3N=C(SCC4=C(F)C=CC=C4)N=C3N=C2C)C2=CC=NC=C2)C=CC=C1,ZINC02719029,4.66,train
COC1=C(NC(O)=C2C(N3N=C(SCC4=C(F)C=CC=C4)N=C3NC2=C)C2=CC=NC=C2)C=CC=C1,ZINC02719029,4.66,train
[H]C1=C([H])C2=C(OC(=O)C([H])=C2C([H])([H])[H])C([H])=C1OC([H])([H])[C@]1([H])N(C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C2=C1C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C2[H],ZINC02722701,5.07,train
[H]C1=C(OC([H])([H])[C@]2([H])N(C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C3=C2C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C3[H])C([H])=C2OC(=O)C([H])=C(C2=C1[H])C([H])([H])[H],ZINC02722701,5.07,train
[H]OC(N1C([H])([H])C([H])([H])C2=C(C([H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C2[H])[C@]1([H])C([H])([H])OC1=C([H])C([H])=C2C(OC(=O)C([H])=C2C([H])([H])[H])=C1[H])=C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC02722701,5.07,train
COC1=C(OC)C=C2[C@H](COC3=CC=C4C(C)=CC(=O)OC4=C3)N(CCC2=C1)C(=O)C1CCCCC1,ZINC02722701,5.07,train
COC1=C(OC)C=C2[C@H](COC3=CC=C4C(C)=CC(=O)OC4=C3)N(CCC2=C1)C(O)=C1CCCCC1,ZINC02722701,5.07,train
COC1=C(OC)C=C2C(COC3=CC=C4C(C)=CC(=O)OC4=C3)N(CCC2=C1)C(=O)C1CCCCC1,ZINC02722701,5.07,train
COC1=C(OC)C=C2C(COC3=CC=C4C(C)=CC(=O)OC4=C3)N(CCC2=C1)C(O)=C1CCCCC1,ZINC02722701,5.07,train
[H]N(C(=O)C1=C(F)C(F)=C(F)C(F)=C1F)C1=C([H])C(Cl)=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])O2)C([H])([H])C1([H])[H],ZINC02728504,5.85,train
[H]OC(=NC1=C([H])C(Cl)=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])O2)C([H])([H])C1([H])[H])C1=C(F)C(F)=C(F)C(F)=C1F,ZINC02728504,5.85,train
FC1=C(F)C(F)=C(C(=O)NC2=CC=C(N3CCN(CC3)C(=O)C3=CC=CO3)C(Cl)=C2)C(F)=C1F,ZINC02728504,5.85,train
OC(=NC1=CC=C(N2CCN(CC2)C(=O)C2=CC=CO2)C(Cl)=C1)C1=C(F)C(F)=C(F)C(F)=C1F,ZINC02728504,5.85,train
[H]N(C(=O)C([H])([H])[C@]1([H])N(C(=S)N(C1=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H],ZINC02729261,5.41,train
[H]OC(=NC1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H])C([H])([H])[C@]1([H])N(C(=S)N(C1=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C1([H])[H],ZINC02729261,5.41,train
[H]OC(=NC1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H])C([H])([H])C1=C(O[H])N(C(=S)N1C1([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],ZINC02729261,5.41,train
[H]OC(N([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H])=C([H])[C@]1([H])N(C(=S)N(C1=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C1([H])[H],ZINC02729261,5.41,train
[H]OC(N([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H])=C([H])C1=C(O[H])N(C(=S)N1C1([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],ZINC02729261,5.41,train
[H]OC1=C(N(C(=S)N1C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C1([H])[H])C([H])([H])C(=O)N([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H],ZINC02729261,5.41,train
CCCOC1=CC=C(C=C1)N=C(O)C[C@@H]1N(C2CC2)C(=S)N(C1=O)C1=CC=C(Cl)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(C=C1)N=C(O)CC1=C(O)N(C(=S)N1C1CC1)C1=CC=C(Cl)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(C=C1)N=C(O)CC1N(C2CC2)C(=S)N(C1=O)C1=CC=C(Cl)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(NC(=O)C[C@@H]2N(C3CC3)C(=S)N(C2=O)C2=CC=C(Cl)C=C2)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(NC(=O)CC2=C(O)N(C(=S)N2C2CC2)C2=CC=C(Cl)C=C2)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(NC(=O)CC2N(C3CC3)C(=S)N(C2=O)C2=CC=C(Cl)C=C2)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(NC(O)=C[C@@H]2N(C3CC3)C(=S)N(C2=O)C2=CC=C(Cl)C=C2)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(NC(O)=CC2=C(O)N(C(=S)N2C2CC2)C2=CC=C(Cl)C=C2)C=C1,ZINC02729261,5.41,train
CCCOC1=CC=C(NC(O)=CC2N(C3CC3)C(=S)N(C2=O)C2=CC=C(Cl)C=C2)C=C1,ZINC02729261,5.41,train
[H]N(C1=NN=C(S1)C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])N1N=NN=C1[H])C1=NN(C([H])=C1[H])C([H])([H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl,ZINC02731613,4.99,train
[H]N1N(C([H])=C([H])C1=NC1=NN=C(S1)C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])N1N=NN=C1[H])C([H])([H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl,ZINC02731613,4.99,train
[H]N1N=C(SC1=NC1=NN(C([H])=C1[H])C([H])([H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl)C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])N1N=NN=C1[H],ZINC02731613,4.99,train
ClC1=CC=CC(Cl)=C1CN1C=CC(N=C2NN=C(CC3=CC=C(C=C3)N3C=NN=N3)S2)=N1,ZINC02731613,4.99,train
ClC1=CC=CC(Cl)=C1CN1C=CC(NC2=NN=C(CC3=CC=C(C=C3)N3C=NN=N3)S2)=N1,ZINC02731613,4.99,train
ClC1=CC=CC(Cl)=C1CN1NC(C=C1)=NC1=NN=C(CC2=CC=C(C=C2)N2C=NN=N2)S1,ZINC02731613,4.99,train
[H]N(C1=NN=C(S1)[C@@]([H])(N1N=C(C([H])=C1C([H])([H])[H])C(F)(F)F)C([H])([H])[H])C1=NN(C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],ZINC02732234,5.34,train
[H]N1N(C([H])=C([H])C1=NC1=NN=C(S1)[C@@]([H])(N1N=C(C([H])=C1C([H])([H])[H])C(F)(F)F)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],ZINC02732234,5.34,train
[H]N1N=C(SC1=NC1=NN(C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]([H])(N1N=C(C([H])=C1C([H])([H])[H])C(F)(F)F)C([H])([H])[H],ZINC02732234,5.34,train
C[C@H](N1N=C(C=C1C)C(F)(F)F)C1=NN=C(NC2=NN(CC3=CC=CC=C3)C=C2)S1,ZINC02732234,5.34,train
C[C@H](N1N=C(C=C1C)C(F)(F)F)C1=NN=C(S1)N=C1NN(CC2=CC=CC=C2)C=C1,ZINC02732234,5.34,train
C[C@H](N1N=C(C=C1C)C(F)(F)F)C1=NNC(S1)=NC1=NN(CC2=CC=CC=C2)C=C1,ZINC02732234,5.34,train
CC(N1N=C(C=C1C)C(F)(F)F)C1=NN=C(NC2=NN(CC3=CC=CC=C3)C=C2)S1,ZINC02732234,5.34,train
CC(N1N=C(C=C1C)C(F)(F)F)C1=NN=C(S1)N=C1NN(CC2=CC=CC=C2)C=C1,ZINC02732234,5.34,train
CC(N1N=C(C=C1C)C(F)(F)F)C1=NNC(S1)=NC1=NN(CC2=CC=CC=C2)C=C1,ZINC02732234,5.34,train
[H]C1=NN2C(=C1[H])N(C(=O)C1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])OC([H])([H])C(F)(F)C([H])(F)F)C([H])([H])C([H])([H])[C@@]2([H])C(F)(F)F,ZINC02741252,4.27,train
FC(F)C(F)(F)COCC1=CC(=CC=C1)C(=O)N1CC[C@H](N2N=CC=C12)C(F)(F)F,ZINC02741252,4.27,train
FC(F)C(F)(F)COCc1cccc(c1)C(=O)N1CCC(n2nccc12)C(F)(F)F,ZINC02741252,4.27,train
[H]N(C(=O)C1=NN2C(N=C(C([H])=C2C(F)(F)F)C2([H])C([H])([H])C2([H])[H])=C1[H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H],ZINC02749277,3.33,train
[H]OC(=NC([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])C1=NN2C(N=C(C([H])=C2C(F)(F)F)C2([H])C([H])([H])C2([H])[H])=C1[H],ZINC02749277,3.33,train
FC(F)(F)C1=CC(=NC2=CC(=NN12)C(=O)NC[C@H]1CCCO1)C1CC1,ZINC02749277,3.33,train
FC(F)(F)C1=CC(=NC2=CC(=NN12)C(=O)NCC1CCCO1)C1CC1,ZINC02749277,3.33,train
OC(=NC[C@H]1CCCO1)C1=NN2C(=C1)N=C(C=C2C(F)(F)F)C1CC1,ZINC02749277,3.33,train
OC(=NCC1CCCO1)C1=NN2C(=C1)N=C(C=C2C(F)(F)F)C1CC1,ZINC02749277,3.33,train
[H]C1=C(C(=NN1C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])N(C(=O)C1=C([H])C2=C(OC1=O)C([H])=C([H])C(Br)=C2[H])C([H])([H])[H],ZINC02749578,3.27,train
CCN1C=C(CN(C)C(=O)C2=CC3=CC(Br)=CC=C3OC2=O)C(C)=N1,ZINC02749578,3.27,train
CCn1cc(CN(C)C(=O)c2cc3cc(Br)ccc3oc2=O)c(C)n1,ZINC02749578,3.27,train
[H]C([H])([H])[C@@]1([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC02750654,3.42,train
[H]OC(=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],ZINC02750654,3.42,train
[H]OC(=C([H])C([H])([H])C([H])([H])C([H])=C(O[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],ZINC02750654,3.42,train
C[C@@H]1CCCCN1C(=O)CCCC=C(O)N1CCCC[C@H]1C,ZINC02750654,3.42,train
C[C@@H]1CCCCN1C(=O)CCCCC(=O)N1CCCC[C@H]1C,ZINC02750654,3.42,train
C[C@@H]1CCCCN1C(O)=CCCC=C(O)N1CCCC[C@H]1C,ZINC02750654,3.42,train
CC1CCCCN1C(=O)CCCC=C(O)N1CCCCC1C,ZINC02750654,3.42,train
CC1CCCCN1C(=O)CCCCC(=O)N1CCCCC1C,ZINC02750654,3.42,train
CC1CCCCN1C(O)=CCCC=C(O)N1CCCCC1C,ZINC02750654,3.42,train
[H]N(C(=O)C(\\[H])=C(/[H])C1=C([H])C([H])=C(O1)C([H])([H])[H])C([H])([H])C([H])([H])N([H])C(=O)C(\\[H])=C(/[H])C1=C([H])C([H])=C(O1)C([H])([H])[H],ZINC02767247,3.97,train
CC1=CC=C(O1)\C=C\C(=O)NCCNC(=O)\C=C\C1=CC=C(C)O1,ZINC02767247,3.97,train
CC1=CC=C(O1)C=C=C(O)NCCNC(O)=C=CC1=CC=C(C)O1,ZINC02767247,3.97,train
CC1=CC=C(O1)C=CC(=O)NCCN=C(O)C=CC1=CC=C(C)O1,ZINC02767247,3.97,train
CC1=CC=C(O1)C=CC(=O)NCCNC(=O)C=CC1=CC=C(C)O1,ZINC02767247,3.97,train
CC1=CC=C(O1)C=CC(=O)NCCNC(O)=C=CC1=CC=C(C)O1,ZINC02767247,3.97,train
CC1=CC=C(O1)C=CC(O)=NCCN=C(O)C=CC1=CC=C(C)O1,ZINC02767247,3.97,train
CC1=CC=C(O1)C=CC(O)=NCCNC(O)=C=CC1=CC=C(C)O1,ZINC02767247,3.97,train
[H]N(C(=S)N1[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],ZINC02770894,2.8,train
[H]SC(=NC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])N1[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],ZINC02770894,2.8,train
COCCCN=C(S)N1[C@H](C)CCC[C@H]1C,ZINC02770894,2.8,train
COCCCN=C(S)N1C(C)CCCC1C,ZINC02770894,2.8,train
COCCCNC(=S)N1[C@H](C)CCC[C@H]1C,ZINC02770894,2.8,train
COCCCNC(=S)N1C(C)CCCC1C,ZINC02770894,2.8,train
[H]C([H])=C1N([H])C2=C([H])[C@]([H])(C3=C([H])C([H])=C([H])S3)C([H])([H])C(=O)C2([H])[C@@]([H])(C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C1([H])C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H],ZINC02771743,5,train
[H]C([H])=C1N([H])C2=C(C(=O)C([H])([H])[C@@]([H])(C3=C([H])C([H])=C([H])S3)C2([H])[H])[C@@]([H])(C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C1([H])C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H],ZINC02771743,5,train
[H]C([H])=C1N=C2C([H])([H])[C@]([H])(C3=C([H])C([H])=C([H])S3)C([H])([H])C(=O)C2([H])[C@@]([H])(C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C1([H])C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H],ZINC02771743,5,train
[H]C1=C([H])C([H])=C(S1)[C@@]1([H])C([H])=C2N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C3=C([H])C4=C(OC([H])([H])O4)C([H])=C3[H])C2([H])C(=O)C1([H])[H],ZINC02771743,5,train
[H]C1=C([H])C([H])=C(S1)[C@]1([H])C([H])([H])C(=O)C2([H])C(=NC(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C([H])([H])[H])C1([H])[H],ZINC02771743,5,train
[H]C1=C([H])C([H])=C(S1)[C@]1([H])C([H])([H])C(=O)C2=C(N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C1([H])[H],ZINC02771743,5,train
[H]N1C(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C2([H])C1=C([H])[C@]([H])(C1=C([H])C([H])=C([H])S1)C([H])([H])C2=O)C([H])([H])[H],ZINC02771743,5,train
[H]N1C(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C2=C1C([H])([H])[C@]([H])(C1=C([H])C([H])=C([H])S1)C([H])([H])C2=O)C([H])([H])[H],ZINC02771743,5,train
[H]OC1=C([H])[C@@]([H])(C2=C([H])C([H])=C([H])S2)C([H])([H])C2=C1[C@@]([H])(C1=C([H])C3=C(OC([H])([H])O3)C([H])=C1[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])C(=C([H])[H])N2[H],ZINC02771743,5,train
[H]OC1=C([H])[C@@]([H])(C2=C([H])C([H])=C([H])S2)C([H])([H])C2=C1[C@@]([H])(C1=C([H])C3=C(OC([H])([H])O3)C([H])=C1[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])C(=N2)C([H])([H])[H],ZINC02771743,5,train
[H]OC1=C([H])[C@@]([H])(C2=C([H])C([H])=C([H])S2)C([H])([H])C2=C1[C@@]([H])(C1=C([H])C3=C(OC([H])([H])O3)C([H])=C1[H])C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])=C(N2[H])C([H])([H])[H],ZINC02771743,5,train
[H]OC1=C([H])[C@@]([H])(C2=C([H])C([H])=C([H])S2)C([H])([H])C2=NC(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C3=C([H])C4=C(OC([H])([H])O4)C([H])=C3[H])C12[H],ZINC02771743,5,train
[H]OC1=C([H])[C@@]([H])(C2=C([H])C([H])=C([H])S2)C([H])([H])C2=NC(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C3=C([H])C4=C(OC([H])([H])O4)C([H])=C3[H])C12[H])C([H])([H])[H],ZINC02771743,5,train
[H]OC1=C([H])[C@]([H])(C([H])=C2N([H])C(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C3=C([H])C4=C(OC([H])([H])O4)C([H])=C3[H])C12[H])C1=C([H])C([H])=C([H])S1,ZINC02771743,5,train
[H]OC1=C([H])[C@]([H])(C([H])=C2N([H])C(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C3=C([H])C4=C(OC([H])([H])O4)C([H])=C3[H])C12[H])C([H])([H])[H])C1=C([H])C([H])=C([H])S1,ZINC02771743,5,train
[H]OC1=C([H])[C@]([H])(C([H])=C2N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]([H])(C3=C([H])C4=C(OC([H])([H])O4)C([H])=C3[H])C12[H])C1=C([H])C([H])=C([H])S1,ZINC02771743,5,train
[H]OC1=C2C(=NC(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C([H])([H])[C@]([H])(C2=C([H])C([H])=C([H])S2)C1([H])[H],ZINC02771743,5,train
[H]OC1=C2C(=NC(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C([H])([H])[H])C([H])([H])[C@]([H])(C2=C([H])C([H])=C([H])S2)C1([H])[H],ZINC02771743,5,train
[H]OC1=C2C(N([H])C(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])=C([H])[C@]([H])(C2=C([H])C([H])=C([H])S2)C1([H])[H],ZINC02771743,5,train
[H]OC1=C2C(N([H])C(=C(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])C([H])([H])[H])=C([H])[C@]([H])(C2=C([H])C([H])=C([H])S2)C1([H])[H],ZINC02771743,5,train
[H]OC1=C2C(N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@]2([H])C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2[H])=C([H])[C@]([H])(C2=C([H])C([H])=C([H])S2)C1([H])[H],ZINC02771743,5,train
CCSCCOC(=O)C1[C@@H](C2C(=O)C[C@H](C=C2N=C1C)C1=CC=CS1)C1=CC=C2OCOC2=C1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@@H](C2C(=O)C[C@H](C=C2NC1=C)C1=CC=CS1)C1=CC=C2OCOC2=C1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@@H](C2C(=O)C[C@H](CC2=NC1=C)C1=CC=CS1)C1=CC=C2OCOC2=C1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@@H](C2C(O)=C[C@H](C=C2N=C1C)C1=CC=CS1)C1=CC=C2OCOC2=C1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@@H](C2C(O)=C[C@H](C=C2NC1=C)C1=CC=CS1)C1=CC=C2OCOC2=C1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@@H](C2C(O)=C[C@H](CC2=NC1=C)C1=CC=CS1)C1=CC=C2OCOC2=C1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(C[C@@H](C=C2O)C2=CC=CS2)N=C1C,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(C[C@@H](C=C2O)C2=CC=CS2)NC1=C,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(C[C@@H](CC2=O)C2=CC=CS2)N=C1C,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(C[C@@H](CC2=O)C2=CC=CS2)NC1=C,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(O)C[C@H](C=C2N=C1C)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(O)C[C@H](C=C2NC1=C)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1[C@H](C2=CC=C3OCOC3=C2)C2=C(O)C[C@H](CC2=NC1=C)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)N=C2C[C@@H](C=C(O)C2[C@H]1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)N=C2C[C@@H](CC(=O)C2[C@H]1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)N=C2C[C@@H](CC(O)=C2[C@H]1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)N=C2CC(C=C(O)C2C1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)N=C2CC(CC(=O)C2C1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)N=C2CC(CC(O)=C2C1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=C3OCOC3=C1)C(=O)C[C@H](C2)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=C3OCOC3=C1)C(O)=C[C@H](C2)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C(C1C1=CC=C3OCOC3=C1)C(=O)CC(C2)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C(C1C1=CC=C3OCOC3=C1)C(O)=CC(C2)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C[C@@H](C=C(O)C2[C@H]1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C[C@@H](CC(=O)C2[C@H]1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=C[C@@H](CC(O)=C2[C@H]1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=CC(C=C(O)C2C1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=CC(CC(=O)C2C1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1=C(C)NC2=CC(CC(O)=C2C1C1=CC=C2OCOC2=C1)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(CC(C=C2O)C2=CC=CS2)N=C1C,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(CC(C=C2O)C2=CC=CS2)NC1=C,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(CC(CC2=O)C2=CC=CS2)N=C1C,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(CC(CC2=O)C2=CC=CS2)NC1=C,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(O)CC(C=C2N=C1C)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(O)CC(C=C2NC1=C)C1=CC=CS1,ZINC02771743,5,train
CCSCCOC(=O)C1C(C2=CC=C3OCOC3=C2)C2=C(O)CC(CC2=NC1=C)C1=CC=CS1,ZINC02771743,5,train
